Transcript	Gene
ENST00000544395.1	ENSG00000177586.6
ENST00000544818.1	ENSG00000255977.1
ENST00000425390.2	ENSG00000238152.2
ENST00000537288.1	ENSG00000256661.1
ENST00000535411.5	ENSG00000197614.11
ENST00000543467.5	ENSG00000197614.11
ENST00000359478.7	ENSG00000197614.11
ENST00000433590.6	ENSG00000197614.11
ENST00000396549.6	ENSG00000197614.11
ENST00000543369.5	ENSG00000197614.11
ENST00000544211.5	ENSG00000197614.11
ENST00000535336.5	ENSG00000197614.11
ENST00000538694.5	ENSG00000197614.11
ENST00000537009.5	ENSG00000197614.11
ENST00000534833.5	ENSG00000197614.11
ENST00000544889.1	ENSG00000197614.11
ENST00000538107.5	ENSG00000197614.11
ENST00000537128.1	ENSG00000197614.11
ENST00000540087.5	ENSG00000197614.11
ENST00000299663.8	ENSG00000166523.8
ENST00000446457.6	ENSG00000166523.8
ENST00000545274.5	ENSG00000166523.8
ENST00000537698.1	ENSG00000166523.8
ENST00000450725.2	ENSG00000166523.8
ENST00000446809.2	ENSG00000166523.8
ENST00000509325.1	ENSG00000235868.3
ENST00000538758.1	ENSG00000166532.16
ENST00000544257.5	ENSG00000166532.16
ENST00000541044.5	ENSG00000166532.16
ENST00000539923.5	ENSG00000166532.16
ENST00000537189.1	ENSG00000166532.16
ENST00000535829.6	ENSG00000166532.16
ENST00000299673.5	ENSG00000166532.16
ENST00000538135.5	ENSG00000166532.16
ENST00000542232.6	ENSG00000166532.16
ENST00000504495.6	ENSG00000166532.16
ENST00000510357.2	ENSG00000166532.16
ENST00000357529.7	ENSG00000166532.16
ENST00000619374.4	ENSG00000166532.16
ENST00000396373.9	ENSG00000139083.11
ENST00000541426.1	ENSG00000139083.11
ENST00000544715.1	ENSG00000139083.11
ENST00000545027.1	ENSG00000139083.11
ENST00000266427.3	ENSG00000139083.11
ENST00000638789.1	ENSG00000284522.1
ENST00000315330.8	ENSG00000150048.10
ENST00000457018.6	ENSG00000150048.10
ENST00000420265.2	ENSG00000150048.10
ENST00000544104.1	ENSG00000150048.10
ENST00000414501.2	ENSG00000150048.10
ENST00000394240.3	ENSG00000256904.1
ENST00000355819.6	ENSG00000197992.7
ENST00000544751.1	ENSG00000197992.7
ENST00000538482.1	ENSG00000197992.7
ENST00000261349.9	ENSG00000070018.9
ENST00000538239.5	ENSG00000070018.9
ENST00000540527.5	ENSG00000070018.9
ENST00000543091.1	ENSG00000070018.9
ENST00000540415.1	ENSG00000070018.9
ENST00000545658.1	ENSG00000070018.9
ENST00000535731.1	ENSG00000070018.9
ENST00000639256.1	ENSG00000284327.1
ENST00000477936.2	ENSG00000243830.2
ENST00000329913.4	ENSG00000184344.4
ENST00000539347.1	ENSG00000198134.3
ENST00000539089.1	ENSG00000255829.1
ENST00000544922.1	ENSG00000255829.1
ENST00000603334.1	ENSG00000270863.1
ENST00000439409.2	ENSG00000214487.3
ENST00000537175.1	ENSG00000256238.1
ENST00000309539.8	ENSG00000173391.9
ENST00000544577.5	ENSG00000173391.9
ENST00000543993.5	ENSG00000173391.9
ENST00000545927.5	ENSG00000173391.9
ENST00000432556.6	ENSG00000173391.9
ENST00000536989.1	ENSG00000173391.9
ENST00000539518.5	ENSG00000173391.9
ENST00000538745.5	ENSG00000173391.9
ENST00000339968.6	ENSG00000173391.9
ENST00000538873.1	ENSG00000173391.9
ENST00000543414.1	ENSG00000173391.9
ENST00000382064.6	ENSG00000166527.8
ENST00000299665.3	ENSG00000166527.8
ENST00000481703.2	ENSG00000242991.2
ENST00000444513.2	ENSG00000256211.1
ENST00000674316.1	ENSG00000151490.15
ENST00000674391.1	ENSG00000151490.15
ENST00000674186.1	ENSG00000151490.15
ENST00000674188.1	ENSG00000151490.15
ENST00000281171.9	ENSG00000151490.15
ENST00000543886.6	ENSG00000151490.15
ENST00000348962.7	ENSG00000151490.15
ENST00000674261.1	ENSG00000151490.15
ENST00000545023.1	ENSG00000151490.15
ENST00000674483.1	ENSG00000151490.15
ENST00000674286.1	ENSG00000151490.15
ENST00000674388.1	ENSG00000151490.15
ENST00000542557.5	ENSG00000151490.15
ENST00000445537.6	ENSG00000151490.15
ENST00000544244.5	ENSG00000151490.15
ENST00000442921.7	ENSG00000151490.15
ENST00000544706.2	ENSG00000151490.15
ENST00000674220.1	ENSG00000151490.15
ENST00000535311.5	ENSG00000151490.15
ENST00000674352.1	ENSG00000151490.15
ENST00000674392.1	ENSG00000151490.15
ENST00000674354.1	ENSG00000151490.15
ENST00000674385.1	ENSG00000151490.15
ENST00000538907.1	ENSG00000151490.15
ENST00000674434.1	ENSG00000151490.15
ENST00000535322.1	ENSG00000151490.15
ENST00000229304.5	ENSG00000111701.7
ENST00000467171.2	ENSG00000111701.7
ENST00000353231.9	ENSG00000172243.18
ENST00000534609.5	ENSG00000172243.18
ENST00000529761.5	ENSG00000172243.18
ENST00000298523.9	ENSG00000172243.18
ENST00000396484.6	ENSG00000172243.18
ENST00000304084.13	ENSG00000172243.18
ENST00000465100.5	ENSG00000172243.18
ENST00000349926.9	ENSG00000172243.18
ENST00000533022.5	ENSG00000172243.18
ENST00000531192.5	ENSG00000172243.18
ENST00000528799.1	ENSG00000172243.18
ENST00000310002.4	ENSG00000172243.18
ENST00000525605.1	ENSG00000172243.18
ENST00000535902.6	ENSG00000111261.14
ENST00000396349.3	ENSG00000111261.14
ENST00000545735.1	ENSG00000111261.14
ENST00000543314.1	ENSG00000111261.14
ENST00000538349.5	ENSG00000255790.6
ENST00000542062.5	ENSG00000255790.6
ENST00000539178.5	ENSG00000255790.6
ENST00000540635.1	ENSG00000255790.6
ENST00000653546.1	ENSG00000255790.6
ENST00000237841.5	ENSG00000118976.5
ENST00000406003.2	ENSG00000255734.1
ENST00000545761.1	ENSG00000255973.1
ENST00000614160.1	ENSG00000274551.1
ENST00000497462.2	ENSG00000244131.2
ENST00000538284.1	ENSG00000256626.1
ENST00000389362.6	ENSG00000121335.12
ENST00000545829.1	ENSG00000121335.12
ENST00000565533.1	ENSG00000121335.12
ENST00000299698.12	ENSG00000166535.20
ENST00000537546.1	ENSG00000166535.20
ENST00000541459.5	ENSG00000166535.20
ENST00000536789.5	ENSG00000166535.20
ENST00000539547.5	ENSG00000166535.20
ENST00000545692.1	ENSG00000166535.20
ENST00000540049.1	ENSG00000166535.20
ENST00000545850.1	ENSG00000166535.20
ENST00000537475.1	ENSG00000166535.20
ENST00000472093.2	ENSG00000242405.2
ENST00000544148.1	ENSG00000256627.1
ENST00000540992.1	ENSG00000256450.1
ENST00000261192.12	ENSG00000060982.15
ENST00000538118.5	ENSG00000060982.15
ENST00000342945.9	ENSG00000060982.15
ENST00000539282.5	ENSG00000060982.15
ENST00000543099.1	ENSG00000060982.15
ENST00000539780.5	ENSG00000060982.15
ENST00000544418.1	ENSG00000060982.15
ENST00000612790.1	ENSG00000060982.15
ENST00000546285.1	ENSG00000060982.15
ENST00000355164.3	ENSG00000060982.15
ENST00000453927.2	ENSG00000237303.2
ENST00000541191.5	ENSG00000211455.8
ENST00000389032.8	ENSG00000211455.8
ENST00000545470.5	ENSG00000211455.8
ENST00000544367.5	ENSG00000211455.8
ENST00000539863.1	ENSG00000211455.8
ENST00000434385.2	ENSG00000211455.8
ENST00000540996.5	ENSG00000211455.8
ENST00000546286.5	ENSG00000211455.8
ENST00000543246.5	ENSG00000211455.8
ENST00000544969.5	ENSG00000211455.8
ENST00000407753.2	ENSG00000211455.8
ENST00000536093.5	ENSG00000211455.8
ENST00000543992.1	ENSG00000211455.8
ENST00000344941.3	ENSG00000188991.3
ENST00000545370.1	ENSG00000256004.1
ENST00000261195.3	ENSG00000111713.3
ENST00000542728.5	ENSG00000165714.11
ENST00000314565.9	ENSG00000165714.11
ENST00000543990.1	ENSG00000165714.11
ENST00000298571.6	ENSG00000165714.11
ENST00000604544.1	ENSG00000270857.1
ENST00000536371.5	ENSG00000008394.13
ENST00000534835.5	ENSG00000008394.13
ENST00000543076.5	ENSG00000008394.13
ENST00000396210.8	ENSG00000008394.13
ENST00000539036.5	ENSG00000008394.13
ENST00000537878.5	ENSG00000008394.13
ENST00000542256.5	ENSG00000008394.13
ENST00000539708.5	ENSG00000008394.13
ENST00000535309.5	ENSG00000008394.13
ENST00000540056.5	ENSG00000008394.13
ENST00000540126.5	ENSG00000008394.13
ENST00000538885.5	ENSG00000008394.13
ENST00000396207.1	ENSG00000008394.13
ENST00000538857.1	ENSG00000008394.13
ENST00000535624.1	ENSG00000008394.13
ENST00000624056.1	ENSG00000008394.13
ENST00000359720.3	ENSG00000008394.13
ENST00000010404.6	ENSG00000008394.13
ENST00000396209.5	ENSG00000008394.13
ENST00000541892.1	ENSG00000256564.1
ENST00000382073.4	ENSG00000205846.4
ENST00000647960.1	ENSG00000285854.1
ENST00000648372.1	ENSG00000285854.1
ENST00000345088.3	ENSG00000187569.3
ENST00000325349.6	ENSG00000213235.3
ENST00000480485.2	ENSG00000241828.2
ENST00000501248.2	ENSG00000246115.3
ENST00000614709.1	ENSG00000278654.1
ENST00000494341.2	ENSG00000243141.2
ENST00000545713.1	ENSG00000256756.1
ENST00000552843.1	ENSG00000257237.1
ENST00000649143.1	ENSG00000285724.2
ENST00000671686.1	ENSG00000285724.2
ENST00000655998.1	ENSG00000285724.2
ENST00000228567.7	ENSG00000110975.8
ENST00000539102.1	ENSG00000110975.8
ENST00000567656.1	ENSG00000110975.8
ENST00000603103.1	ENSG00000270807.1
ENST00000281172.10	ENSG00000151491.14
ENST00000543468.5	ENSG00000151491.14
ENST00000543523.5	ENSG00000151491.14
ENST00000644374.1	ENSG00000151491.14
ENST00000646918.1	ENSG00000151491.14
ENST00000642939.1	ENSG00000151491.14
ENST00000645775.1	ENSG00000151491.14
ENST00000646828.1	ENSG00000151491.14
ENST00000647224.1	ENSG00000151491.14
ENST00000642278.1	ENSG00000151491.14
ENST00000646123.1	ENSG00000151491.14
ENST00000647087.1	ENSG00000151491.14
ENST00000543612.5	ENSG00000151491.14
ENST00000540613.5	ENSG00000151491.14
ENST00000542903.1	ENSG00000151491.14
ENST00000545610.1	ENSG00000151491.14
ENST00000541465.1	ENSG00000151491.14
ENST00000535734.5	ENSG00000151491.14
ENST00000546261.1	ENSG00000151491.14
ENST00000508018.2	ENSG00000151491.14
ENST00000536956.5	ENSG00000151491.14
ENST00000546311.5	ENSG00000151491.14
ENST00000535752.5	ENSG00000151491.14
ENST00000543363.5	ENSG00000151491.14
ENST00000536793.5	ENSG00000151491.14
ENST00000544064.1	ENSG00000151491.14
ENST00000545999.1	ENSG00000151491.14
ENST00000536820.1	ENSG00000256896.1
ENST00000538430.1	ENSG00000255983.1
ENST00000416739.5	ENSG00000111224.14
ENST00000427057.6	ENSG00000111224.14
ENST00000458162.6	ENSG00000111224.14
ENST00000228820.9	ENSG00000111224.14
ENST00000476985.5	ENSG00000111224.14
ENST00000453942.2	ENSG00000111224.14
ENST00000450737.2	ENSG00000111224.14
ENST00000447133.7	ENSG00000111224.14
ENST00000620519.1	ENSG00000275764.1
ENST00000333750.9	ENSG00000130038.10
ENST00000440314.7	ENSG00000130038.10
ENST00000535292.1	ENSG00000130038.10
ENST00000252322.1	ENSG00000130038.10
ENST00000514026.2	ENSG00000130038.10
ENST00000535507.1	ENSG00000130038.10
ENST00000545410.1	ENSG00000256482.1
ENST00000620115.1	ENSG00000277705.1
ENST00000428559.7	ENSG00000023697.13
ENST00000526521.5	ENSG00000023697.13
ENST00000524480.5	ENSG00000023697.13
ENST00000531803.5	ENSG00000023697.13
ENST00000528821.5	ENSG00000023697.13
ENST00000532964.5	ENSG00000023697.13
ENST00000533447.5	ENSG00000023697.13
ENST00000526530.1	ENSG00000023697.13
ENST00000530274.5	ENSG00000023697.13
ENST00000532573.1	ENSG00000023697.13
ENST00000589718.5	ENSG00000121380.12
ENST00000591235.5	ENSG00000121380.12
ENST00000586576.5	ENSG00000121380.12
ENST00000545463.5	ENSG00000121380.12
ENST00000484949.6	ENSG00000121380.12
ENST00000464885.6	ENSG00000121380.12
ENST00000461264.1	ENSG00000121380.12
ENST00000479717.1	ENSG00000121380.12
ENST00000466531.5	ENSG00000121380.12
ENST00000308721.9	ENSG00000121380.12
ENST00000396367.5	ENSG00000121380.12
ENST00000266434.8	ENSG00000121380.12
ENST00000588270.1	ENSG00000121380.12
ENST00000298566.2	ENSG00000121380.12
ENST00000546455.6	ENSG00000179715.13
ENST00000548348.1	ENSG00000179715.13
ENST00000549500.1	ENSG00000179715.13
ENST00000549630.1	ENSG00000179715.13
ENST00000551777.1	ENSG00000179715.13
ENST00000432328.2	ENSG00000179715.13
ENST00000266383.10	ENSG00000139044.12
ENST00000535680.5	ENSG00000139044.12
ENST00000544638.5	ENSG00000139044.12
ENST00000540836.1	ENSG00000139044.12
ENST00000322843.3	ENSG00000139044.12
ENST00000647602.1	ENSG00000139044.12
ENST00000535402.1	ENSG00000139044.12
ENST00000541727.1	ENSG00000256134.1
ENST00000603769.1	ENSG00000271418.1
ENST00000613623.1	ENSG00000275286.1
ENST00000603311.1	ENSG00000270718.1
ENST00000382119.1	ENSG00000205857.2
ENST00000640040.1	ENSG00000205857.2
ENST00000541731.1	ENSG00000023734.11
ENST00000025399.10	ENSG00000023734.11
ENST00000419869.7	ENSG00000023734.11
ENST00000536737.1	ENSG00000023734.11
ENST00000538718.1	ENSG00000023734.11
ENST00000539887.1	ENSG00000023734.11
ENST00000396414.4	ENSG00000255991.2
ENST00000538078.1	ENSG00000255836.1
ENST00000301463.9	ENSG00000167778.9
ENST00000547257.1	ENSG00000167778.9
ENST00000547837.5	ENSG00000167778.9
ENST00000537540.1	ENSG00000167778.9
ENST00000550564.1	ENSG00000167778.9
ENST00000550252.1	ENSG00000167778.9
ENST00000547533.1	ENSG00000257700.1
ENST00000418574.3	ENSG00000255871.2
ENST00000548633.2	ENSG00000257292.2
ENST00000650487.1	ENSG00000285732.1
ENST00000669912.1	ENSG00000286671.1
ENST00000546387.1	ENSG00000139173.10
ENST00000551577.5	ENSG00000139173.10
ENST00000266534.8	ENSG00000139173.10
ENST00000546868.5	ENSG00000139173.10
ENST00000550495.1	ENSG00000139173.10
ENST00000553253.5	ENSG00000139173.10
ENST00000550623.1	ENSG00000139173.10
ENST00000546978.1	ENSG00000139173.10
ENST00000548380.6	ENSG00000257987.6
ENST00000548054.2	ENSG00000257987.6
ENST00000552545.1	ENSG00000257616.1
ENST00000280871.9	ENSG00000151229.13
ENST00000465517.1	ENSG00000151229.13
ENST00000505338.1	ENSG00000151229.13
ENST00000380858.1	ENSG00000151229.13
ENST00000405531.7	ENSG00000180116.15
ENST00000324616.9	ENSG00000180116.15
ENST00000468200.2	ENSG00000180116.15
ENST00000541267.5	ENSG00000111704.11
ENST00000229307.9	ENSG00000111704.11
ENST00000526434.2	ENSG00000111704.11
ENST00000526286.1	ENSG00000111704.11
ENST00000501954.2	ENSG00000245482.2
ENST00000308742.9	ENSG00000175548.9
ENST00000551464.1	ENSG00000175548.9
ENST00000553138.1	ENSG00000175548.9
ENST00000548240.1	ENSG00000175548.9
ENST00000542491.2	ENSG00000256986.2
ENST00000641021.1	ENSG00000284682.1
ENST00000549020.1	ENSG00000257173.1
ENST00000614876.1	ENSG00000273853.1
ENST00000538025.1	ENSG00000255628.1
ENST00000547527.2	ENSG00000258278.2
ENST00000535299.5	ENSG00000185652.12
ENST00000423158.4	ENSG00000185652.12
ENST00000543548.1	ENSG00000185652.12
ENST00000331010.7	ENSG00000185652.12
ENST00000544836.5	ENSG00000185652.12
ENST00000541234.1	ENSG00000185652.12
ENST00000617570.1	ENSG00000278842.1
ENST00000551909.1	ENSG00000257927.1
ENST00000550134.1	ENSG00000257645.1
ENST00000547168.5	ENSG00000257228.5
ENST00000548450.1	ENSG00000257228.5
ENST00000552558.1	ENSG00000257947.1
ENST00000554796.3	ENSG00000258794.3
ENST00000328923.8	ENSG00000182199.11
ENST00000556825.5	ENSG00000182199.11
ENST00000557740.5	ENSG00000182199.11
ENST00000554600.5	ENSG00000182199.11
ENST00000553324.5	ENSG00000182199.11
ENST00000554467.5	ENSG00000182199.11
ENST00000557487.5	ENSG00000182199.11
ENST00000553950.5	ENSG00000182199.11
ENST00000555634.5	ENSG00000182199.11
ENST00000556689.5	ENSG00000182199.11
ENST00000557269.5	ENSG00000182199.11
ENST00000555563.5	ENSG00000182199.11
ENST00000557433.5	ENSG00000182199.11
ENST00000414700.7	ENSG00000182199.11
ENST00000557348.5	ENSG00000182199.11
ENST00000557703.5	ENSG00000182199.11
ENST00000553529.5	ENSG00000182199.11
ENST00000554310.5	ENSG00000182199.11
ENST00000557302.1	ENSG00000182199.11
ENST00000554656.5	ENSG00000182199.11
ENST00000557427.5	ENSG00000182199.11
ENST00000553474.5	ENSG00000182199.11
ENST00000555773.5	ENSG00000182199.11
ENST00000554975.5	ENSG00000182199.11
ENST00000449049.7	ENSG00000182199.11
ENST00000555774.5	ENSG00000182199.11
ENST00000555116.5	ENSG00000182199.11
ENST00000553837.5	ENSG00000182199.11
ENST00000554604.5	ENSG00000182199.11
ENST00000553949.1	ENSG00000182199.11
ENST00000556737.1	ENSG00000182199.11
ENST00000553868.1	ENSG00000182199.11
ENST00000555213.1	ENSG00000182199.11
ENST00000557529.1	ENSG00000182199.11
ENST00000556798.1	ENSG00000182199.11
ENST00000605387.1	ENSG00000270273.1
ENST00000511806.1	ENSG00000250788.1
ENST00000545069.1	ENSG00000256625.1
ENST00000549467.2	ENSG00000257402.2
ENST00000561632.2	ENSG00000259937.2
ENST00000332411.2	ENSG00000185069.2
ENST00000550281.1	ENSG00000258239.1
ENST00000551882.1	ENSG00000258184.1
ENST00000487417.1	ENSG00000213363.4
ENST00000552061.1	ENSG00000257298.1
ENST00000513513.1	ENSG00000213352.3
ENST00000549593.1	ENSG00000258360.1
ENST00000553211.1	ENSG00000258331.1
ENST00000547084.1	ENSG00000257880.1
ENST00000552259.5	ENSG00000139117.14
ENST00000331366.10	ENSG00000139117.14
ENST00000538596.6	ENSG00000139117.14
ENST00000546603.5	ENSG00000139117.14
ENST00000360449.3	ENSG00000139117.14
ENST00000547417.1	ENSG00000139117.14
ENST00000549842.1	ENSG00000139117.14
ENST00000551855.1	ENSG00000139117.14
ENST00000550863.1	ENSG00000139117.14
ENST00000293636.2	ENSG00000139610.2
ENST00000550077.1	ENSG00000257343.1
ENST00000484568.1	ENSG00000139239.7
ENST00000668912.1	ENSG00000286402.1
ENST00000603798.6	ENSG00000170545.17
ENST00000380103.4	ENSG00000170545.17
ENST00000398453.7	ENSG00000170545.17
ENST00000603864.5	ENSG00000170545.17
ENST00000605627.1	ENSG00000170545.17
ENST00000605426.5	ENSG00000170545.17
ENST00000603838.5	ENSG00000170545.17
ENST00000604188.1	ENSG00000170545.17
ENST00000546827.2	ENSG00000258036.2
ENST00000547105.1	ENSG00000258316.1
ENST00000552639.1	ENSG00000258119.1
ENST00000549364.1	ENSG00000258119.1
ENST00000549824.1	ENSG00000257675.1
ENST00000553036.1	ENSG00000257664.1
ENST00000541981.5	ENSG00000174718.12
ENST00000540924.5	ENSG00000174718.12
ENST00000312561.9	ENSG00000174718.12
ENST00000535596.5	ENSG00000174718.12
ENST00000397578.7	ENSG00000174718.12
ENST00000535606.1	ENSG00000174718.12
ENST00000381054.3	ENSG00000174718.12
ENST00000543763.1	ENSG00000174718.12
ENST00000613291.1	ENSG00000274979.1
ENST00000548007.1	ENSG00000257864.1
ENST00000546650.1	ENSG00000257779.1
ENST00000396270.3	ENSG00000233560.2
ENST00000402685.7	ENSG00000165966.16
ENST00000649474.1	ENSG00000165966.16
ENST00000539469.6	ENSG00000165966.16
ENST00000298919.7	ENSG00000165966.16
ENST00000548316.1	ENSG00000165966.16
ENST00000546323.5	ENSG00000152944.9
ENST00000536503.5	ENSG00000152944.9
ENST00000282892.4	ENSG00000152944.9
ENST00000536711.5	ENSG00000152944.9
ENST00000538186.5	ENSG00000152944.9
ENST00000621885.1	ENSG00000152944.9
ENST00000544998.1	ENSG00000152944.9
ENST00000546569.1	ENSG00000257865.1
ENST00000308086.3	ENSG00000173451.7
ENST00000547843.1	ENSG00000173451.7
ENST00000551488.5	ENSG00000173451.7
ENST00000551238.1	ENSG00000173451.7
ENST00000552432.5	ENSG00000118596.12
ENST00000547379.6	ENSG00000118596.12
ENST00000549465.5	ENSG00000118596.12
ENST00000552024.5	ENSG00000118596.12
ENST00000548610.5	ENSG00000118596.12
ENST00000261187.8	ENSG00000118596.12
ENST00000550062.5	ENSG00000118596.12
ENST00000549588.5	ENSG00000118596.12
ENST00000546459.5	ENSG00000118596.12
ENST00000552405.5	ENSG00000118596.12
ENST00000549033.5	ENSG00000118596.12
ENST00000551877.5	ENSG00000118596.12
ENST00000547801.1	ENSG00000118596.12
ENST00000549928.5	ENSG00000118596.12
ENST00000549305.1	ENSG00000118596.12
ENST00000548444.1	ENSG00000118596.12
ENST00000658010.1	ENSG00000286563.1
ENST00000547183.1	ENSG00000257125.1
ENST00000216407.4	ENSG00000256075.1
ENST00000414313.2	ENSG00000234925.2
ENST00000548666.1	ENSG00000257531.2
ENST00000542687.1	ENSG00000256037.1
ENST00000550908.1	ENSG00000257808.1
ENST00000450142.7	ENSG00000058272.19
ENST00000437004.6	ENSG00000058272.19
ENST00000546762.5	ENSG00000058272.19
ENST00000634739.1	ENSG00000058272.19
ENST00000550903.5	ENSG00000058272.19
ENST00000547253.5	ENSG00000058272.19
ENST00000550351.5	ENSG00000058272.19
ENST00000550299.5	ENSG00000058272.19
ENST00000546369.5	ENSG00000058272.19
ENST00000550107.5	ENSG00000058272.19
ENST00000548908.3	ENSG00000058272.19
ENST00000552892.1	ENSG00000058272.19
ENST00000551781.2	ENSG00000058272.19
ENST00000553081.5	ENSG00000058272.19
ENST00000547330.5	ENSG00000058272.19
ENST00000550007.1	ENSG00000058272.19
ENST00000547131.1	ENSG00000058272.19
ENST00000650220.1	ENSG00000058272.19
ENST00000550001.1	ENSG00000058272.19
ENST00000550510.5	ENSG00000058272.19
ENST00000551191.1	ENSG00000058272.19
ENST00000548318.1	ENSG00000058272.19
ENST00000261207.9	ENSG00000058272.19
ENST00000267082.10	ENSG00000139626.16
ENST00000551319.5	ENSG00000139626.16
ENST00000422257.7	ENSG00000139626.16
ENST00000550743.6	ENSG00000139626.16
ENST00000542497.5	ENSG00000139626.16
ENST00000548706.1	ENSG00000139626.16
ENST00000548269.1	ENSG00000139626.16
ENST00000551887.2	ENSG00000139626.16
ENST00000549196.1	ENSG00000139626.16
ENST00000589179.5	ENSG00000139626.16
ENST00000549462.1	ENSG00000139626.16
ENST00000552972.5	ENSG00000139626.16
ENST00000552935.5	ENSG00000139626.16
ENST00000549086.2	ENSG00000139626.16
ENST00000266673.10	ENSG00000139291.14
ENST00000550524.5	ENSG00000139291.14
ENST00000549735.5	ENSG00000139291.14
ENST00000546677.1	ENSG00000139291.14
ENST00000546795.5	ENSG00000139291.14
ENST00000550787.1	ENSG00000139291.14
ENST00000552175.1	ENSG00000257858.1
ENST00000393026.3	ENSG00000256070.1
ENST00000624438.1	ENSG00000279444.1
ENST00000616449.1	ENSG00000111058.8
ENST00000549175.1	ENSG00000111058.8
ENST00000650935.1	ENSG00000111058.8
ENST00000651903.1	ENSG00000111058.8
ENST00000548058.6	ENSG00000111058.8
ENST00000261206.7	ENSG00000111058.8
ENST00000548387.1	ENSG00000111058.8
ENST00000548324.5	ENSG00000111058.8
ENST00000551745.1	ENSG00000111058.8
ENST00000546664.2	ENSG00000111058.8
ENST00000435621.3	ENSG00000257475.2
ENST00000548612.1	ENSG00000257308.1
ENST00000548547.5	ENSG00000167779.9
ENST00000301464.4	ENSG00000167779.9
ENST00000548176.1	ENSG00000167779.9
ENST00000650247.1	ENSG00000167779.9
ENST00000549628.1	ENSG00000167779.9
ENST00000309680.4	ENSG00000172867.4
ENST00000547106.1	ENSG00000172867.4
ENST00000547088.1	ENSG00000258214.1
ENST00000548075.5	ENSG00000177425.11
ENST00000328827.9	ENSG00000177425.11
ENST00000550603.1	ENSG00000177425.11
ENST00000549050.1	ENSG00000177425.11
ENST00000547699.1	ENSG00000177425.11
ENST00000551712.1	ENSG00000177425.11
ENST00000550006.1	ENSG00000177425.11
ENST00000547571.1	ENSG00000177425.11
ENST00000547016.1	ENSG00000177425.11
ENST00000548426.1	ENSG00000177425.11
ENST00000552637.1	ENSG00000177425.11
ENST00000548926.1	ENSG00000258090.1
ENST00000228705.7	ENSG00000111110.12
ENST00000551214.5	ENSG00000111110.12
ENST00000551519.1	ENSG00000111110.12
ENST00000548414.5	ENSG00000111110.12
ENST00000547857.1	ENSG00000111110.12
ENST00000548858.1	ENSG00000258271.1
ENST00000548809.5	ENSG00000139644.13
ENST00000548589.5	ENSG00000139644.13
ENST00000551154.5	ENSG00000139644.13
ENST00000546796.5	ENSG00000139644.13
ENST00000549966.5	ENSG00000139644.13
ENST00000547832.5	ENSG00000139644.13
ENST00000547187.5	ENSG00000139644.13
ENST00000548894.5	ENSG00000139644.13
ENST00000546914.5	ENSG00000139644.13
ENST00000552635.5	ENSG00000139644.13
ENST00000552699.5	ENSG00000139644.13
ENST00000267115.10	ENSG00000139644.13
ENST00000549445.5	ENSG00000139644.13
ENST00000546885.5	ENSG00000139644.13
ENST00000550951.5	ENSG00000139644.13
ENST00000549385.5	ENSG00000139644.13
ENST00000548713.5	ENSG00000139644.13
ENST00000548201.5	ENSG00000139644.13
ENST00000550445.5	ENSG00000139644.13
ENST00000549130.5	ENSG00000139644.13
ENST00000552370.5	ENSG00000139644.13
ENST00000395006.8	ENSG00000139644.13
ENST00000547798.1	ENSG00000139644.13
ENST00000553022.1	ENSG00000139644.13
ENST00000547013.1	ENSG00000139644.13
ENST00000550040.1	ENSG00000139644.13
ENST00000549471.1	ENSG00000139644.13
ENST00000423828.5	ENSG00000139644.13
ENST00000552536.1	ENSG00000257332.1
ENST00000550907.1	ENSG00000258071.1
ENST00000604560.6	ENSG00000110934.13
ENST00000605039.5	ENSG00000110934.13
ENST00000452142.7	ENSG00000110934.13
ENST00000615107.6	ENSG00000110934.13
ENST00000544402.5	ENSG00000110934.13
ENST00000603177.5	ENSG00000110934.13
ENST00000605819.1	ENSG00000110934.13
ENST00000605423.1	ENSG00000110934.13
ENST00000603260.1	ENSG00000110934.13
ENST00000604702.1	ENSG00000110934.13
ENST00000547208.5	ENSG00000127325.19
ENST00000331471.8	ENSG00000127325.19
ENST00000488961.5	ENSG00000127325.19
ENST00000330891.10	ENSG00000127325.19
ENST00000553096.5	ENSG00000127325.19
ENST00000476098.5	ENSG00000127325.19
ENST00000552295.5	ENSG00000127325.19
ENST00000548658.1	ENSG00000127325.19
ENST00000266661.8	ENSG00000127325.19
ENST00000529843.1	ENSG00000127325.19
ENST00000551160.5	ENSG00000127325.19
ENST00000533674.1	ENSG00000127325.19
ENST00000543196.6	ENSG00000139629.16
ENST00000356317.8	ENSG00000139629.16
ENST00000603680.5	ENSG00000139629.16
ENST00000603641.1	ENSG00000139629.16
ENST00000604381.5	ENSG00000139629.16
ENST00000604847.5	ENSG00000139629.16
ENST00000604426.5	ENSG00000139629.16
ENST00000605617.5	ENSG00000139629.16
ENST00000603188.5	ENSG00000139629.16
ENST00000603563.5	ENSG00000139629.16
ENST00000605138.5	ENSG00000139629.16
ENST00000604506.5	ENSG00000139629.16
ENST00000605055.5	ENSG00000139629.16
ENST00000603203.5	ENSG00000139629.16
ENST00000605822.5	ENSG00000139629.16
ENST00000605089.5	ENSG00000139629.16
ENST00000603482.5	ENSG00000139629.16
ENST00000605367.5	ENSG00000139629.16
ENST00000605720.1	ENSG00000139629.16
ENST00000256015.5	ENSG00000133639.6
ENST00000673901.1	ENSG00000133639.6
ENST00000552315.1	ENSG00000133639.6
